"product_key","product_name","brand","subcategory","category","order_count","units_sold","revenue_usd","cost_usd","profit_usd","profit_margin"
"2132","Contoso Coffee Maker 5C E0900 White","Contoso","Coffee Machines","Home Appliances","14","47","7003.00","3570.12","3432.88","0.4902"
"2133","Contoso Coffee Maker 4C E0800 White","Contoso","Coffee Machines","Home Appliances","12","30","3897.00","1986.90","1910.10","0.4901"
"2134","Contoso Coffee Maker Super-Auto 12C X1250 Grey","Contoso","Coffee Machines","Home Appliances","6","18","29700.00","9840.24","19859.76","0.6687"
"2135","Contoso Coffee Maker Auto 10C M1000 Grey","Contoso","Coffee Machines","Home Appliances","6","19","14173.81","6517.95","7655.86","0.5401"
"2136","Contoso Coffee Maker 12C M1000 Grey","Contoso","Coffee Machines","Home Appliances","9","43","19135.00","8799.52","10335.48","0.5401"
"2137","Contoso Coffee Maker Auto 5C E0900 Grey","Contoso","Coffee Machines","Home Appliances","14","42","6846.00","3490.20","3355.80","0.4902"
"2138","Contoso Coffee Maker 5C E0900 Grey","Contoso","Coffee Machines","Home Appliances","4","19","2831.00","1443.24","1387.76","0.4902"
"2139","Contoso Coffee Maker 4C E0800 Grey","Contoso","Coffee Machines","Home Appliances","7","30","3897.00","1986.90","1910.10","0.4901"
"2140","Adventure Works Coffee Maker Super-Auto 12C X125 Black","Adventure Works","Coffee Machines","Home Appliances","7","18","29700.00","9840.24","19859.76","0.6687"
"2141","Adventure Works Coffee Maker Auto 10C M100 Black","Adventure Works","Coffee Machines","Home Appliances","9","25","18649.75","8576.25","10073.50","0.5401"
"2142","Adventure Works Coffee Maker 12C M100 Black","Adventure Works","Coffee Machines","Home Appliances","10","22","9790.00","4502.08","5287.92","0.5401"
"2143","Adventure Works Coffee Maker Auto 5C E090 Black","Adventure Works","Coffee Machines","Home Appliances","8","28","4564.00","2326.80","2237.20","0.4902"
"2144","Adventure Works Coffee Maker 5C E090 Black","Adventure Works","Coffee Machines","Home Appliances","12","36","5364.00","2734.56","2629.44","0.4902"
"2145","Adventure Works Coffee Maker 4C E080 Black","Adventure Works","Coffee Machines","Home Appliances","10","29","3767.10","1920.67","1846.43","0.4901"
"2146","Adventure Works Coffee Maker Super-Auto 12C X125 Silver","Adventure Works","Coffee Machines","Home Appliances","5","17","28050.00","9293.56","18756.44","0.6687"
"2147","Adventure Works Coffee Maker Auto 10C M100 Silver","Adventure Works","Coffee Machines","Home Appliances","10","34","25363.66","11663.70","13699.96","0.5401"
"2148","Adventure Works Coffee Maker 12C M100 Silver","Adventure Works","Coffee Machines","Home Appliances","13","41","18245.00","8390.24","9854.76","0.5401"
"2149","Adventure Works Coffee Maker Auto 5C E090 Silver","Adventure Works","Coffee Machines","Home Appliances","10","27","4401.00","2243.70","2157.30","0.4902"
"2150","Adventure Works Coffee Maker 5C E090 Silver","Adventure Works","Coffee Machines","Home Appliances","9","26","3874.00","1974.96","1899.04","0.4902"
"2151","Adventure Works Coffee Maker 4C E080 Silver","Adventure Works","Coffee Machines","Home Appliances","9","33","4286.70","2185.59","2101.11","0.4901"
"2152","Adventure Works Coffee Maker Super-Auto 12C X125 White","Adventure Works","Coffee Machines","Home Appliances","12","43","70950.00","23507.24","47442.76","0.6687"
"2153","Adventure Works Coffee Maker Auto 10C M100 White","Adventure Works","Coffee Machines","Home Appliances","7","20","14919.80","6861.00","8058.80","0.5401"
"2154","Adventure Works Coffee Maker 12C M100 White","Adventure Works","Coffee Machines","Home Appliances","13","33","14685.00","6753.12","7931.88","0.5401"
"2155","Adventure Works Coffee Maker Auto 5C E090 White","Adventure Works","Coffee Machines","Home Appliances","11","35","5705.00","2908.50","2796.50","0.4902"
"2156","Adventure Works Coffee Maker 5C E090 White","Adventure Works","Coffee Machines","Home Appliances","10","32","4768.00","2430.72","2337.28","0.4902"
"2157","Adventure Works Coffee Maker 4C E080 White","Adventure Works","Coffee Machines","Home Appliances","5","14","1818.60","927.22","891.38","0.4901"
"2158","Adventure Works Coffee Maker Super-Auto 12C X125 Grey","Adventure Works","Coffee Machines","Home Appliances","6","9","14850.00","4920.12","9929.88","0.6687"
"2159","Adventure Works Coffee Maker Auto 10C M100 Grey","Adventure Works","Coffee Machines","Home Appliances","11","25","18649.75","8576.25","10073.50","0.5401"
"2160","Adventure Works Coffee Maker 12C M100 Grey","Adventure Works","Coffee Machines","Home Appliances","12","45","20025.00","9208.80","10816.20","0.5401"
"2161","Adventure Works Coffee Maker Auto 5C E090 Grey","Adventure Works","Coffee Machines","Home Appliances","9","31","5053.00","2576.10","2476.90","0.4902"
"2162","Adventure Works Coffee Maker 5C E090 Grey","Adventure Works","Coffee Machines","Home Appliances","13","40","5960.00","3038.40","2921.60","0.4902"
"2163","Adventure Works Coffee Maker 4C E080 Grey","Adventure Works","Coffee Machines","Home Appliances","10","33","4286.70","2185.59","2101.11","0.4901"
"2164","Fabrikam Coffee Maker Super-Auto 12C X125 Black","Fabrikam","Coffee Machines","Home Appliances","7","18","29700.00","9840.24","19859.76","0.6687"
"2165","Fabrikam Coffee Maker Auto 10C M100 Black","Fabrikam","Coffee Machines","Home Appliances","9","20","14919.80","6861.00","8058.80","0.5401"
"2166","Fabrikam Coffee Maker 12C M100 Black","Fabrikam","Coffee Machines","Home Appliances","9","35","15575.00","7162.40","8412.60","0.5401"
"2167","Fabrikam Coffee Maker Auto 5C E090 Black","Fabrikam","Coffee Machines","Home Appliances","10","47","7661.00","3905.70","3755.30","0.4902"
"2168","Fabrikam Coffee Maker 5C E090 Black","Fabrikam","Coffee Machines","Home Appliances","13","36","5364.00","2734.56","2629.44","0.4902"
"2169","Fabrikam Coffee Maker 4C E080 Black","Fabrikam","Coffee Machines","Home Appliances","9","36","4676.40","2384.28","2292.12","0.4901"
"2170","Fabrikam Coffee Maker Super-Auto 12C X125 Silver","Fabrikam","Coffee Machines","Home Appliances","11","40","66000.00","21867.20","44132.80","0.6687"
"2171","Fabrikam Coffee Maker Auto 10C M100 Silver","Fabrikam","Coffee Machines","Home Appliances","7","20","14919.80","6861.00","8058.80","0.5401"
"2172","Fabrikam Coffee Maker 12C M100 Silver","Fabrikam","Coffee Machines","Home Appliances","13","33","14685.00","6753.12","7931.88","0.5401"
"2173","Fabrikam Coffee Maker Auto 5C E090 Silver","Fabrikam","Coffee Machines","Home Appliances","11","36","5868.00","2991.60","2876.40","0.4902"
"2174","Fabrikam Coffee Maker 5C E090 Silver","Fabrikam","Coffee Machines","Home Appliances","12","33","4917.00","2506.68","2410.32","0.4902"
"2175","Fabrikam Coffee Maker 4C E080 Silver","Fabrikam","Coffee Machines","Home Appliances","9","30","3897.00","1986.90","1910.10","0.4901"
"2176","Fabrikam Coffee Maker Super-Auto 12C X125 White","Fabrikam","Coffee Machines","Home Appliances","13","41","67650.00","22413.88","45236.12","0.6687"
"2177","Fabrikam Coffee Maker Auto 10C M100 White","Fabrikam","Coffee Machines","Home Appliances","7","24","17903.76","8233.20","9670.56","0.5401"
"2178","Fabrikam Coffee Maker 12C M100 White","Fabrikam","Coffee Machines","Home Appliances","13","32","14240.00","6548.48","7691.52","0.5401"
"2179","Fabrikam Coffee Maker Auto 5C E090 White","Fabrikam","Coffee Machines","Home Appliances","7","15","2445.00","1246.50","1198.50","0.4902"
"2180","Fabrikam Coffee Maker 5C E090 White","Fabrikam","Coffee Machines","Home Appliances","17","54","8046.00","4101.84","3944.16","0.4902"
"2181","Fabrikam Coffee Maker 4C E080 White","Fabrikam","Coffee Machines","Home Appliances","11","41","5325.90","2715.43","2610.47","0.4901"
"2182","Fabrikam Coffee Maker Super-Auto 12C X125 Grey","Fabrikam","Coffee Machines","Home Appliances","8","22","36300.00","12026.96","24273.04","0.6687"
"2183","Fabrikam Coffee Maker Auto 10C M100 Grey","Fabrikam","Coffee Machines","Home Appliances","8","28","20887.72","9605.40","11282.32","0.5401"
"2184","Fabrikam Coffee Maker 12C M100 Grey","Fabrikam","Coffee Machines","Home Appliances","7","20","8900.00","4092.80","4807.20","0.5401"
"2185","Fabrikam Coffee Maker Auto 5C E090 Grey","Fabrikam","Coffee Machines","Home Appliances","8","28","4564.00","2326.80","2237.20","0.4902"
"2186","Fabrikam Coffee Maker 5C E090 Grey","Fabrikam","Coffee Machines","Home Appliances","12","51","7599.00","3873.96","3725.04","0.4902"
"2187","Fabrikam Coffee Maker 4C E080 Grey","Fabrikam","Coffee Machines","Home Appliances","9","23","2987.70","1523.29","1464.41","0.4901"
"2188","Fabrikam Coffee Maker 12C M100 Gold","Fabrikam","Coffee Machines","Home Appliances","11","34","15130.00","6957.76","8172.24","0.5401"
"2189","Fabrikam Coffee Maker Auto 5C E090 Gold","Fabrikam","Coffee Machines","Home Appliances","9","19","3097.00","1578.90","1518.10","0.4902"
"2192","Adventure Works Chandelier M8150 Black","Adventure Works","Lamps","Home Appliances","1","1","268.50","123.47","145.03","0.5401"
"2194","Adventure Works Wall Lamp E2150 Black","Adventure Works","Lamps","Home Appliances","2","4","479.96","244.68","235.28","0.4902"
"2195","Adventure Works Wall Lamp E3150 Black","Adventure Works","Lamps","Home Appliances","3","10","1019.90","520.00","499.90","0.4901"
"2196","Adventure Works Desk Lamp E1300 Black","Adventure Works","Lamps","Home Appliances","1","1","79.95","40.76","39.19","0.4902"
"2197","Adventure Works Desk Lamp E1200 Black","Adventure Works","Lamps","Home Appliances","3","13","389.87","198.77","191.10","0.4902"
"2198","Adventure Works Floor Lamp X1150 White","Adventure Works","Lamps","Home Appliances","3","11","6995.89","2317.92","4677.97","0.6687"
"2199","Adventure Works Floor Lamp M2150 White","Adventure Works","Lamps","Home Appliances","2","4","1356.00","623.56","732.44","0.5401"
"2200","Adventure Works Chandelier M8150 White","Adventure Works","Lamps","Home Appliances","1","2","537.00","246.94","290.06","0.5401"
"2201","Adventure Works Chandelier M6150 White","Adventure Works","Lamps","Home Appliances","1","3","689.97","317.28","372.69","0.5402"
"2202","Adventure Works Wall Lamp E2150 White","Adventure Works","Lamps","Home Appliances","6","12","1439.88","734.04","705.84","0.4902"
"2203","Adventure Works Wall Lamp E3150 White","Adventure Works","Lamps","Home Appliances","3","8","815.92","416.00","399.92","0.4901"
"2204","Adventure Works Desk Lamp E1300 White","Adventure Works","Lamps","Home Appliances","4","14","1119.30","570.64","548.66","0.4902"
"2205","Adventure Works Desk Lamp E1200 White","Adventure Works","Lamps","Home Appliances","4","16","479.84","244.64","235.20","0.4902"
"2206","Adventure Works Floor Lamp X1150 Silver","Adventure Works","Lamps","Home Appliances","4","16","10175.84","3371.52","6804.32","0.6687"
"2207","Adventure Works Floor Lamp M2150 Silver","Adventure Works","Lamps","Home Appliances","3","11","3729.00","1714.79","2014.21","0.5401"
"2208","Adventure Works Chandelier M8150 Silver","Adventure Works","Lamps","Home Appliances","1","1","268.50","123.47","145.03","0.5401"
"2209","Adventure Works Chandelier M6150 Silver","Adventure Works","Lamps","Home Appliances","1","8","1839.92","846.08","993.84","0.5402"
"2210","Adventure Works Wall Lamp E2150 Silver","Adventure Works","Lamps","Home Appliances","6","26","3119.74","1590.42","1529.32","0.4902"
"2213","Adventure Works Desk Lamp E1200 Silver","Adventure Works","Lamps","Home Appliances","2","10","299.90","152.90","147.00","0.4902"
"2215","Adventure Works Floor Lamp M2150 Grey","Adventure Works","Lamps","Home Appliances","3","10","3390.00","1558.90","1831.10","0.5401"
"2216","Adventure Works Chandelier M8150 Grey","Adventure Works","Lamps","Home Appliances","4","14","3759.00","1728.58","2030.42","0.5401"
"2217","Adventure Works Chandelier M6150 Grey","Adventure Works","Lamps","Home Appliances","1","4","919.96","423.04","496.92","0.5402"
"2218","Adventure Works Wall Lamp E2150 Grey","Adventure Works","Lamps","Home Appliances","4","7","839.93","428.19","411.74","0.4902"
"2221","Adventure Works Desk Lamp E1200 Grey","Adventure Works","Lamps","Home Appliances","2","7","209.93","107.03","102.90","0.4902"
"2222","Adventure Works Floor Lamp X1150 Blue","Adventure Works","Lamps","Home Appliances","1","2","1271.98","421.44","850.54","0.6687"
"2223","Adventure Works Floor Lamp M2150 Blue","Adventure Works","Lamps","Home Appliances","5","23","7797.00","3585.47","4211.53","0.5401"
"2224","Adventure Works Chandelier M8150 Blue","Adventure Works","Lamps","Home Appliances","3","11","2953.50","1358.17","1595.33","0.5401"
"2225","Adventure Works Chandelier M6150 Blue","Adventure Works","Lamps","Home Appliances","4","14","3219.86","1480.64","1739.22","0.5402"
"2226","Adventure Works Wall Lamp E2150 Blue","Adventure Works","Lamps","Home Appliances","2","10","1199.90","611.70","588.20","0.4902"
"2227","Adventure Works Wall Lamp E3150 Blue","Adventure Works","Lamps","Home Appliances","4","7","713.93","364.00","349.93","0.4901"
"2228","Adventure Works Desk Lamp E1300 Blue","Adventure Works","Lamps","Home Appliances","5","15","1199.25","611.40","587.85","0.4902"
"2231","WWI Floor Lamp M215 Black","Wide World Importers","Lamps","Home Appliances","6","18","6102.00","2806.02","3295.98","0.5401"
"2232","WWI Chandelier M815 Black","Wide World Importers","Lamps","Home Appliances","1","2","537.00","246.94","290.06","0.5401"
"2233","WWI Chandelier M615 Black","Wide World Importers","Lamps","Home Appliances","1","2","459.98","211.52","248.46","0.5402"
"2235","WWI Wall Lamp E315 Black","Wide World Importers","Lamps","Home Appliances","2","4","407.96","208.00","199.96","0.4901"
"2236","WWI Desk Lamp E130 Black","Wide World Importers","Lamps","Home Appliances","3","8","639.60","326.08","313.52","0.4902"
"2237","WWI Desk Lamp E120 Black","Wide World Importers","Lamps","Home Appliances","3","3","89.97","45.87","44.10","0.4902"
"2238","WWI Floor Lamp X115 White","Wide World Importers","Lamps","Home Appliances","3","7","4451.93","1475.04","2976.89","0.6687"
"2239","WWI Floor Lamp M215 White","Wide World Importers","Lamps","Home Appliances","3","6","2034.00","935.34","1098.66","0.5401"
"2240","WWI Chandelier M815 White","Wide World Importers","Lamps","Home Appliances","3","10","2685.00","1234.70","1450.30","0.5401"
"2241","WWI Chandelier M615 White","Wide World Importers","Lamps","Home Appliances","2","2","459.98","211.52","248.46","0.5402"
"2242","WWI Wall Lamp E215 White","Wide World Importers","Lamps","Home Appliances","1","5","599.95","305.85","294.10","0.4902"
"2243","WWI Wall Lamp E315 White","Wide World Importers","Lamps","Home Appliances","1","1","101.99","52.00","49.99","0.4901"
"2244","WWI Desk Lamp E130 White","Wide World Importers","Lamps","Home Appliances","2","12","959.40","489.12","470.28","0.4902"
"2245","WWI Desk Lamp E120 White","Wide World Importers","Lamps","Home Appliances","4","19","569.81","290.51","279.30","0.4902"
"2246","WWI Floor Lamp X115 Silver","Wide World Importers","Lamps","Home Appliances","4","15","9539.85","3160.80","6379.05","0.6687"
"2247","WWI Floor Lamp M215 Silver","Wide World Importers","Lamps","Home Appliances","5","17","5763.00","2650.13","3112.87","0.5401"
"2248","WWI Chandelier M815 Silver","Wide World Importers","Lamps","Home Appliances","2","6","1611.00","740.82","870.18","0.5401"
"2249","WWI Chandelier M615 Silver","Wide World Importers","Lamps","Home Appliances","2","10","2299.90","1057.60","1242.30","0.5402"
"2250","WWI Wall Lamp E215 Silver","Wide World Importers","Lamps","Home Appliances","3","8","959.92","489.36","470.56","0.4902"
"2252","WWI Desk Lamp E130 Silver","Wide World Importers","Lamps","Home Appliances","2","6","479.70","244.56","235.14","0.4902"
"2253","WWI Desk Lamp E120 Silver","Wide World Importers","Lamps","Home Appliances","1","3","89.97","45.87","44.10","0.4902"
"2254","WWI Floor Lamp X115 Grey","Wide World Importers","Lamps","Home Appliances","5","9","5723.91","1896.48","3827.43","0.6687"
"2255","WWI Floor Lamp M215 Grey","Wide World Importers","Lamps","Home Appliances","1","1","339.00","155.89","183.11","0.5401"
"2256","WWI Chandelier M815 Grey","Wide World Importers","Lamps","Home Appliances","3","6","1611.00","740.82","870.18","0.5401"
"2257","WWI Chandelier M615 Grey","Wide World Importers","Lamps","Home Appliances","3","5","1149.95","528.80","621.15","0.5402"
"2258","WWI Wall Lamp E215 Grey","Wide World Importers","Lamps","Home Appliances","4","8","959.92","489.36","470.56","0.4902"
"2259","WWI Wall Lamp E315 Grey","Wide World Importers","Lamps","Home Appliances","1","4","407.96","208.00","199.96","0.4901"
"2260","WWI Desk Lamp E130 Grey","Wide World Importers","Lamps","Home Appliances","2","5","399.75","203.80","195.95","0.4902"
"2261","WWI Desk Lamp E120 Grey","Wide World Importers","Lamps","Home Appliances","2","9","269.91","137.61","132.30","0.4902"
"2262","WWI Floor Lamp X115 Blue","Wide World Importers","Lamps","Home Appliances","1","1","635.99","210.72","425.27","0.6687"
"2263","WWI Floor Lamp M215 Blue","Wide World Importers","Lamps","Home Appliances","3","13","4407.00","2026.57","2380.43","0.5401"
"2264","WWI Chandelier M815 Blue","Wide World Importers","Lamps","Home Appliances","5","12","3222.00","1481.64","1740.36","0.5401"
"2265","WWI Chandelier M615 Blue","Wide World Importers","Lamps","Home Appliances","5","17","3909.83","1797.92","2111.91","0.5402"
"2266","WWI Wall Lamp E215 Blue","Wide World Importers","Lamps","Home Appliances","5","15","1799.85","917.55","882.30","0.4902"
"2267","WWI Wall Lamp E315 Blue","Wide World Importers","Lamps","Home Appliances","5","17","1733.83","884.00","849.83","0.4901"
"2268","WWI Desk Lamp E130 Blue","Wide World Importers","Lamps","Home Appliances","4","13","1039.35","529.88","509.47","0.4902"
"2269","WWI Desk Lamp E120 Blue","Wide World Importers","Lamps","Home Appliances","2","5","149.95","76.45","73.50","0.4902"
"2270","Proseware Floor Lamp X0115 Black","Proseware","Lamps","Home Appliances","4","12","7631.88","2528.64","5103.24","0.6687"
"2271","Proseware Floor Lamp M0215 Black","Proseware","Lamps","Home Appliances","4","18","6102.00","2806.02","3295.98","0.5401"
"2272","Proseware Chandelier M0815 Black","Proseware","Lamps","Home Appliances","1","1","268.50","123.47","145.03","0.5401"
"2273","Proseware Chandelier M0615 Black","Proseware","Lamps","Home Appliances","3","9","2069.91","951.84","1118.07","0.5402"
"2275","Proseware Wall Lamp E0315 Black","Proseware","Lamps","Home Appliances","3","11","1121.89","572.00","549.89","0.4901"
"2276","Proseware Desk Lamp E0130 Black","Proseware","Lamps","Home Appliances","1","5","399.75","203.80","195.95","0.4902"
"2278","Proseware Floor Lamp X0115 White","Proseware","Lamps","Home Appliances","3","10","6359.90","2107.20","4252.70","0.6687"
"2279","Proseware Floor Lamp M0215 White","Proseware","Lamps","Home Appliances","4","11","3729.00","1714.79","2014.21","0.5401"
"2281","Proseware Chandelier M0615 White","Proseware","Lamps","Home Appliances","3","15","3449.85","1586.40","1863.45","0.5402"
"2283","Proseware Wall Lamp E0315 White","Proseware","Lamps","Home Appliances","5","19","1937.81","988.00","949.81","0.4901"
"2284","Proseware Desk Lamp E0130 White","Proseware","Lamps","Home Appliances","3","8","639.60","326.08","313.52","0.4902"
"2285","Proseware Desk Lamp E0120 White","Proseware","Lamps","Home Appliances","3","19","569.81","290.51","279.30","0.4902"
"2286","Proseware Floor Lamp X0115 Silver","Proseware","Lamps","Home Appliances","3","10","6359.90","2107.20","4252.70","0.6687"
"2287","Proseware Floor Lamp M0215 Silver","Proseware","Lamps","Home Appliances","5","15","5085.00","2338.35","2746.65","0.5401"
"2288","Proseware Chandelier M0815 Silver","Proseware","Lamps","Home Appliances","2","9","2416.50","1111.23","1305.27","0.5401"
"2289","Proseware Chandelier M0615 Silver","Proseware","Lamps","Home Appliances","1","2","459.98","211.52","248.46","0.5402"
"2290","Proseware Wall Lamp E0215 Silver","Proseware","Lamps","Home Appliances","2","6","719.94","367.02","352.92","0.4902"
"2291","Proseware Wall Lamp E0315 Silver","Proseware","Lamps","Home Appliances","1","7","713.93","364.00","349.93","0.4901"
"2292","Proseware Desk Lamp E0130 Silver","Proseware","Lamps","Home Appliances","3","13","1039.35","529.88","509.47","0.4902"
"2293","Proseware Desk Lamp E0120 Silver","Proseware","Lamps","Home Appliances","2","5","149.95","76.45","73.50","0.4902"
"2294","Proseware Floor Lamp X0115 Grey","Proseware","Lamps","Home Appliances","2","3","1907.97","632.16","1275.81","0.6687"
"2296","Proseware Chandelier M0815 Grey","Proseware","Lamps","Home Appliances","2","9","2416.50","1111.23","1305.27","0.5401"
"2297","Proseware Chandelier M0615 Grey","Proseware","Lamps","Home Appliances","1","3","689.97","317.28","372.69","0.5402"
"2298","Proseware Wall Lamp E0215 Grey","Proseware","Lamps","Home Appliances","3","6","719.94","367.02","352.92","0.4902"
"2299","Proseware Wall Lamp E0315 Grey","Proseware","Lamps","Home Appliances","3","8","815.92","416.00","399.92","0.4901"
"2300","Proseware Desk Lamp E0130 Grey","Proseware","Lamps","Home Appliances","2","3","239.85","122.28","117.57","0.4902"
"2301","Proseware Desk Lamp E0120 Grey","Proseware","Lamps","Home Appliances","2","8","239.92","122.32","117.60","0.4902"
"2302","Proseware Floor Lamp X0115 Blue","Proseware","Lamps","Home Appliances","1","1","635.99","210.72","425.27","0.6687"
"2303","Proseware Floor Lamp M0215 Blue","Proseware","Lamps","Home Appliances","6","20","6780.00","3117.80","3662.20","0.5401"
"2304","Proseware Chandelier M0815 Blue","Proseware","Lamps","Home Appliances","5","24","6444.00","2963.28","3480.72","0.5401"
"2305","Proseware Chandelier M0615 Blue","Proseware","Lamps","Home Appliances","5","14","3219.86","1480.64","1739.22","0.5402"
"2306","Proseware Wall Lamp E0215 Blue","Proseware","Lamps","Home Appliances","1","1","119.99","61.17","58.82","0.4902"
"2307","Proseware Wall Lamp E0315 Blue","Proseware","Lamps","Home Appliances","4","10","1019.90","520.00","499.90","0.4901"
"2308","Proseware Desk Lamp E0130 Blue","Proseware","Lamps","Home Appliances","1","2","159.90","81.52","78.38","0.4902"
"2309","Proseware Desk Lamp E0120 Blue","Proseware","Lamps","Home Appliances","1","2","59.98","30.58","29.40","0.4902"
"2310","Litware Floor Lamp X1015 Black","Litware","Lamps","Home Appliances","2","3","1907.97","632.16","1275.81","0.6687"
"2311","Litware Floor Lamp M2015 Black","Litware","Lamps","Home Appliances","1","9","3051.00","1403.01","1647.99","0.5401"
"2312","Litware Chandelier M8015 Black","Litware","Lamps","Home Appliances","4","11","2953.50","1358.17","1595.33","0.5401"
"2313","Litware Chandelier M6015 Black","Litware","Lamps","Home Appliances","3","8","1839.92","846.08","993.84","0.5402"
"2314","Litware Wall Lamp E2015 Black","Litware","Lamps","Home Appliances","4","9","1079.91","550.53","529.38","0.4902"
"2315","Litware Wall Lamp E3015 Black","Litware","Lamps","Home Appliances","2","4","407.96","208.00","199.96","0.4901"
"2316","Litware Desk Lamp E1030 Black","Litware","Lamps","Home Appliances","2","8","639.60","326.08","313.52","0.4902"
"2317","Litware Desk Lamp E1020 Black","Litware","Lamps","Home Appliances","3","7","209.93","107.03","102.90","0.4902"
"2318","Litware Floor Lamp X1015 White","Litware","Lamps","Home Appliances","2","5","3179.95","1053.60","2126.35","0.6687"
"2319","Litware Floor Lamp M2015 White","Litware","Lamps","Home Appliances","1","6","2034.00","935.34","1098.66","0.5401"
"2321","Litware Chandelier M6015 White","Litware","Lamps","Home Appliances","1","3","689.97","317.28","372.69","0.5402"
"2322","Litware Wall Lamp E2015 White","Litware","Lamps","Home Appliances","6","20","2399.80","1223.40","1176.40","0.4902"
"2323","Litware Wall Lamp E3015 White","Litware","Lamps","Home Appliances","1","4","407.96","208.00","199.96","0.4901"
"2324","Litware Desk Lamp E1030 White","Litware","Lamps","Home Appliances","2","4","319.80","163.04","156.76","0.4902"
"2325","Litware Desk Lamp E1020 White","Litware","Lamps","Home Appliances","2","3","89.97","45.87","44.10","0.4902"
"2326","Litware Floor Lamp X1015 Silver","Litware","Lamps","Home Appliances","1","7","4451.93","1475.04","2976.89","0.6687"
"2327","Litware Floor Lamp M2015 Silver","Litware","Lamps","Home Appliances","5","7","2373.00","1091.23","1281.77","0.5401"
"2329","Litware Chandelier M6015 Silver","Litware","Lamps","Home Appliances","4","9","2069.91","951.84","1118.07","0.5402"
"2331","Litware Wall Lamp E3015 Silver","Litware","Lamps","Home Appliances","1","2","203.98","104.00","99.98","0.4901"
"2334","Litware Floor Lamp X1015 Grey","Litware","Lamps","Home Appliances","2","7","4451.93","1475.04","2976.89","0.6687"
"2335","Litware Floor Lamp M2015 Grey","Litware","Lamps","Home Appliances","2","8","2712.00","1247.12","1464.88","0.5401"
"2336","Litware Chandelier M8015 Grey","Litware","Lamps","Home Appliances","2","3","805.50","370.41","435.09","0.5401"
"2337","Litware Chandelier M6015 Grey","Litware","Lamps","Home Appliances","4","15","3449.85","1586.40","1863.45","0.5402"
"2338","Litware Wall Lamp E2015 Grey","Litware","Lamps","Home Appliances","2","2","239.98","122.34","117.64","0.4902"
"2339","Litware Wall Lamp E3015 Grey","Litware","Lamps","Home Appliances","2","4","407.96","208.00","199.96","0.4901"
"2340","Litware Desk Lamp E1030 Grey","Litware","Lamps","Home Appliances","3","12","959.40","489.12","470.28","0.4902"
"2341","Litware Desk Lamp E1020 Grey","Litware","Lamps","Home Appliances","3","14","419.86","214.06","205.80","0.4902"
"2342","Litware Floor Lamp X1015 Blue","Litware","Lamps","Home Appliances","5","25","15899.75","5268.00","10631.75","0.6687"
"2344","Litware Chandelier M8015 Blue","Litware","Lamps","Home Appliances","2","7","1879.50","864.29","1015.21","0.5401"
"2345","Litware Chandelier M6015 Blue","Litware","Lamps","Home Appliances","5","11","2529.89","1163.36","1366.53","0.5402"
"2346","Litware Wall Lamp E2015 Blue","Litware","Lamps","Home Appliances","1","6","719.94","367.02","352.92","0.4902"
"2347","Litware Wall Lamp E3015 Blue","Litware","Lamps","Home Appliances","1","3","305.97","156.00","149.97","0.4901"
"2348","Contoso Air conditioner 25000BTU L1672 White","Contoso","Air Conditioners","Home Appliances","8","17","10811.83","3582.24","7229.59","0.6687"
"2349","Contoso Air conditioner 12000BTU M0640 White","Contoso","Air Conditioners","Home Appliances","5","10","4599.90","2115.30","2484.60","0.5401"
"2350","Contoso Air conditioner 10000BTU M0490 White","Contoso","Air Conditioners","Home Appliances","10","34","14619.66","6723.16","7896.50","0.5401"
"2351","Contoso Air conditioner 8000BTU M0320 White","Contoso","Air Conditioners","Home Appliances","4","10","3999.90","1839.40","2160.50","0.5401"
"2352","Contoso Air conditioner 7000BTU E0260 White","Contoso","Air Conditioners","Home Appliances","5","12","3599.88","1835.28","1764.60","0.4902"
"2353","Contoso Air conditioner 6000BTU E0180 White","Contoso","Air Conditioners","Home Appliances","3","11","2199.89","1121.56","1078.33","0.4902"
"2354","Contoso Air conditioner 5200BTU E0100 White","Contoso","Air Conditioners","Home Appliances","4","13","1429.87","729.04","700.83","0.4901"
"2355","Contoso Air conditioner 25000BTU L1672 Red","Contoso","Air Conditioners","Home Appliances","6","13","8267.87","2739.36","5528.51","0.6687"
"2356","Contoso Air conditioner 12000BTU M0640 Red","Contoso","Air Conditioners","Home Appliances","5","13","5979.87","2749.89","3229.98","0.5401"
"2357","Contoso Air conditioner 10000BTU M0490 Red","Contoso","Air Conditioners","Home Appliances","6","16","6879.84","3163.84","3716.00","0.5401"
"2358","Contoso Air conditioner 8000BTU M0320 Red","Contoso","Air Conditioners","Home Appliances","5","16","6399.84","2943.04","3456.80","0.5401"
"2359","Contoso Air conditioner 7000BTU E0260 Red","Contoso","Air Conditioners","Home Appliances","5","13","3899.87","1988.22","1911.65","0.4902"
"2360","Contoso Air conditioner 6000BTU E0180 Red","Contoso","Air Conditioners","Home Appliances","5","20","3999.80","2039.20","1960.60","0.4902"
"2361","Contoso Air conditioner 5200BTU E0100 Red","Contoso","Air Conditioners","Home Appliances","4","16","1759.84","897.28","862.56","0.4901"
"2362","Contoso Air conditioner 25000BTU L1672 Silver","Contoso","Air Conditioners","Home Appliances","3","11","6995.89","2317.92","4677.97","0.6687"
